id,National_Average_Unit_Cost,Total Costs,No. Data Submissions,
12,540,6486,11,"£241,089.74"
81,2498,202351,42,"£717,091.52"
121,1169,141458,50,"£2,510,961.56"
132,762,100623,47,"£809,187.54"
226,5929,1339844,69,"£3,277,751.52"
80,2259,180755,48,"£1,887,798.53"
97,2064,200223,45,"£984,937.97"
16,7451,119208,13,"£124,560.95"
54,1001,54038,34,"£1,248,625.13"
84,761,63915,41,"£2,803,308.01"
4,1560,6240,4,"£1,325,761.29"
72,1570,113048,21,"£1,223,237.49"
"1,145",1492,1708305,3,"£5,923,453.13"
128,3029,387692,49,"£4,385,536.16"
60,1470,88196,24,"£6,039,714.96"
328,3471,1138346,64,"£5,167,687.29"
776,1383,1073209,104,"£4,633,759.58"
"1,377",833,1147117,114,"£2,728,472.49"
51,557,28411,9,"£30,631,072.44"
4,1105,4422,2,"£3,834,248.41"
3,1063,3190,1,"£111,992.11"
63,9262,583484,38,£859.20
55,6660,366292,25,"£1,023,194.12"
74,4871,360465,34,"£913,485.92"
40,3992,159699,27,"£1,174,185.52"
43,5782,248624,28,"£1,793,339.92"
39,2149,83827,17,"£1,107,331.48"
101,3890,392867,23,"£1,952,012.17"
91,4419,402164,43,"£2,467,314.06"
69,1229,84777,32,"£4,105,378.48"
88,1858,163528,38,"£3,453,001.74"
257,1412,362967,74,"£5,113,348.63"
580,1198,694904,106,"£6,031,620.69"
843,1068,900260,115,"£417,177.78"
659,768,506000,94,"£276,105.59"
5,1480,7399,3,"£296,423.99"
13,1192,15493,11,"£733,914.82"
10,940,9397,7,"£761,273.03"
235,11464,2693932,68,"£685,616.16"
153,6202,948841,53,"£51,233.61"
201,2886,580133,67,"£159,952.59"
454,584,265211,54,"£378,836.74"
106,7333,777340,36,"£626,526.50"
107,4236,453200,43,"£205,616.32"
415,2445,1014623,74,"£197,406.94"
110,3343,367778,45,"£367,345.94"
117,1796,210180,55,"£145,085.83"
124,1581,195999,55,"£181,615.80"
71,1959,139124,40,"£5,322,371.94"
186,2006,373103,72,"£2,168,958.79"
358,1447,517906,101,"£11,798,231.79"
755,864,652608,102,"£1,849,561.70"
436,786,342624,71,"£17,312,494.71"
195,1887,368010,25,"£181,934.55"
54,3313,178924,29,"£211,003.86"
133,1168,155278,34,"£448,926.90"
202,1101,222440,58,"£979,475.36"
171,850,145350,47,"£189,900.23"
338,7033,2377154,36,"£114,774.46"
10,10284,102840,8,"£95,431.71"
8,8573,68586,6,"£120,374.27"
240,5282,1267659,63,"£744,090.29"
125,2621,327666,58,"£304,637.83"
102,3043,310379,17,"£410,513.47"
42,7282,305839,22,"£314,049.30"
1,2953,2953,1,"£152,598.28"
7,41415,289906,7,"£120,999.06"
28,92048,2577344,7,"£116,437.75"
4,39586,158343,4,"£28,616.82"
31,81512,2526864,7,"£23,124.61"
11,84665,931313,4,"£55,465.77"
13,67380,875939,5,"£38,633.93"
1,7054,7054,1,"£84,105.77"
379,13411,5082892,46,"£22,783.76"
253,5823,1473131,43,"£29,525.36"
228,4207,959303,43,"£30,671.12"
628,16977,10661682,74,"£20,084.34"
369,13419,4951498,69,"£1,341,572.04"
501,11278,5650439,80,"£4,418,175.90"
441,8655,3816937,84,"£7,512.23"
468,6537,3059500,85,"£774,479.84"
423,3706,1567566,78,"£984,181.85"
"1,752",16768,29378122,42,"£276,127.37"
93,39088,3635204,15,"£653,093.54"
3,12104,36311,2,"£35,205.86"
1,43315,43315,1,"£13,117.82"
299,8955,2677495,68,"£11,774.80"
304,5434,1651998,81,"£24,934.42"
527,3736,1968959,102,"£25,597.95"
885,2344,2074016,100,"£45,053.98"
985,1274,1255126,94,"£94,626.79"
224,13851,3102632,59,"£230,562.71"
509,8347,4248713,86,"£5,485.72"
"1,011",5123,5179317,106,"£1,976,662.05"
988,4156,4106362,107,"£2,961,668.91"
"1,562",3457,5400448,114,"£1,026,766.25"
"1,978",2599,5141001,110,"£2,581,555.89"
173,4331,749243,65,"£446,131.74"
90,2835,255145,50,"£1,078,237.44"
173,2230,385796,62,"£2,955,002.63"
335,1832,613558,89,"£61,469.81"
573,581,333030,58,"£93,199.76"
224,4831,1082110,33,"£128,575.94"
20,6226,124516,13,"£34,282.50"
40,4250,170015,26,"£132,092.91"
155,4590,711481,59,"£117,502.81"
145,3307,479512,52,"£378,086.73"
46,1391,63989,24,"£762,343.22"
118,4349,513180,10,"£30,675.23"
114,2836,323328,14,"£62,931.38"
56,2036,113993,14,"£5,710.64"
53,3175,168300,15,"£7,483.82"
204,28005,5713105,17,"£24,229.46"
34,57465,1953815,9,"£12,793.70"
448,32430,14528671,17,"£156,416.91"
57,68595,3909915,15,"£133,472.90"
242,47344,11457282,21,"£130,511.08"
64,1821,116532,8,"£212,297.08"
40,1617,64688,12,"£315,552.02"
63,2184,137623,13,"£338,329.90"
"4,187",567,2373365,128,"£622,674.22"
834,740,616756,77,"£1,044,006.81"
20,327,6537,12,"£147,034.58"
1,564,564,1,"£385,417.31"
132,308,40676,12,"£53,909.41"
14,972,13605,4,"£112,362.80"
120,2502,300181,55,"£172,079.66"
85,3061,260218,41,"£1,401,769.86"
130,5134,667440,48,"£247,905.45"
98,7346,719860,38,"£52,610.89"
12,2046,24557,11,"£129,272.07"
7,4549,31840,5,"£121,021.11"
10,8194,81944,8,"£25,409.75"
9,7943,71490,9,"£13,792,635.02"
242,3924,949686,88,"£22,036,165.03"
55,4633,254797,41,"£316,856.74"
42,6230,261664,28,"£661,761.13"
19,10471,198956,17,"£379,544.70"
53,4241,224787,37,"£743,934.35"
30,6211,186317,25,"£379,421.35"
15,8496,127441,12,"£628,230.06"
10,9825,98247,10,"£1,836,006.31"
14,6753,94546,12,"£105,647.60"
9,8068,72608,8,"£87,305.33"
10,9357,93569,9,"£58,934.96"
2,14073,28147,2,"£89,194.95"
2,10672,21345,1,"£23,763.13"
3,10857,32571,3,"£146,003.85"
3,3150,9451,2,"£136,798.91"
1,66023,66023,1,"£106,026.89"
115,3194,367277,42,"£223,710.94"
115,5455,627329,43,"£110,420.32"
9,8659,77933,6,"£146,979.27"
175,2441,427236,38,"£75,206.37"
375,6527,2447743,51,"£97,081.59"
39,8317,324345,19,"£103,061.50"
11,10794,118729,5,"£169,686.06"
368,2737,1007321,64,"£195,030.66"
51,3364,171570,20,"£159,746.02"
188,5989,1125975,33,"£132,765.70"
155,5003,775471,35,"£15,818.94"
135,4132,557814,26,"£19,163.80"
224,1866,417896,35,"£366,327.95"
2,588,1176,2,"£908,548.08"
2,627,1255,2,"£288,048.67"
23,777,17872,10,"£233,719.28"
1,4977,4977,1,"£920,889.82"
1,3155,3155,1,"£719,211.52"
8,990,7917,6,"£779,138.36"
28,1016,28442,10,"£2,960,964.24"
104,1176,122262,35,"£2,629,760.55"
222,1271,282122,77,"£56,268.70"
1,561,561,1,"£90,010.95"
268,9387,2515827,86,"£220,442.39"
436,5483,2390720,108,"£425,066.32"
220,6221,1368649,86,"£301,084.46"
560,3510,1965409,122,"£241,512.32"
116,4957,574987,48,"£140,093.97"
415,2643,1096801,105,"£204,708.00"
"1,634",1606,2624323,137,"£411,064.25"
34,2668,90696,14,"£227,665.98"
40,2016,80624,10,"£258,690.36"
13,6000,77997,11,"£1,797,643.63"
12,4288,51459,11,"£844,294.92"
31,3301,102340,17,"£3,701,313.04"
8,10039,80314,6,"£396,255.28"
42,5892,247484,27,"£1,451,510.34"
148,3883,574712,50,"£4,509,123.77"
215,1820,391303,70,"£1,592,923.93"
16,1419,22711,10,"£1,729,593.02"
63,805,50717,32,"£2,052,183.05"
8,1286,10289,7,"£229,267.46"
15,1418,21274,12,"£1,096,561.59"
31,1477,45777,20,"£96,878.73"
64,2502,160136,45,"£1,451,500.32"
114,1169,133289,51,"£1,106,411.63"
205,701,143645,73,"£308,425.10"
29,6780,196628,20,"£994,831.22"
55,3316,182357,42,"£440,176.74"
64,2802,179311,39,"£64,303.62"
196,1646,322685,59,"£313,332.84"
445,1310,582772,81,"£125,573.70"
370,8956,3313902,56,"£910,626.67"
462,1171,541009,91,"£533,048.00"
47,2132,100223,21,"£263,858.05"
127,1800,228627,46,"£978,399.01"
273,906,247239,54,"£1,542,744.83"
199,2782,553617,66,"£542,511.85"
265,767,203335,71,"£583,416.38"
54,582,31444,25,"£405,835.90"
73,6511,475306,3,"£136,994.79"
94,2465,231675,3,"£241,718.44"
37,976,36119,3,"£596,284.34"
14,1426,19959,11,"£770,649.01"
1,663,663,1,"£198,707.04"
"18,986",638,12117817,147,"£393,821.71"
"36,191",578,20905249,147,"£533,520.73"
136,2067,281063,22,"£269,124.81"
209,2106,440105,76,"£2,400,357.70"
245,928,227359,79,"£712,453.54"
239,2705,646550,66,"£223,836.40"
354,691,244673,78,"£645,433.99"
201,5163,1037758,71,"£688,898.61"
363,3163,1148171,93,"£1,618,722.37"
11,11337,124707,9,"£261,623.31"
23,11917,274083,14,"£163,504.77"
30,8071,242117,10,"£1,178,068.34"
38,2686,102060,18,"£768,850.71"
91,1035,94152,16,"£1,007,081.27"
11,19452,213967,8,£934.70
28,12608,353018,14,"£118,825.02"
40,4880,195181,17,"£19,512.83"
46,3689,169692,21,"£3,112,618.61"
54,2852,154008,17,"£69,186.49"
23,9542,219464,17,"£3,482.09"
25,5015,125385,18,"£21,045.04"
37,3175,117484,27,"£61,996.91"
75,3624,271773,32,"£228,711.22"
159,2599,413185,55,"£10,992.16"
149,2723,405796,59,"£917,841.69"
212,997,211349,59,"£580,883.61"
39,2204,85964,24,"£715,377.46"
117,16825,1968551,55,"£1,887,389.85"
126,10402,1310636,60,"£179,975.68"
69,7785,537168,45,"£1,633,353.01"
122,9042,1103099,53,"£244,032.95"
236,7946,1875372,81,"£8,100.98"
141,5583,787219,68,"£1,823,563.49"
589,4288,2525569,93,"£1,068,408.20"
"1,564",3325,5199957,128,"£1,085,312.52"
"1,460",2360,3445843,125,"£2,168,643.95"
16,7131,114090,15,"£3,923,311.18"
18,2974,53523,14,"£1,378,671.08"
183,2020,369686,65,"£847,569.70"
358,1540,551451,85,"£2,629,664.01"
8,14086,112685,4,"£2,381,936.21"
19,10844,206033,4,"£1,100,239.48"
19,4712,89524,9,"£2,408,386.05"
63,8004,504270,9,"£4,492,261.32"
53,3745,198478,13,"£4,500,517.39"
26,1973,51290,10,"£1,561,800.52"
"1,043",759,791199,56,"£1,673,198.63"
266,5733,1524914,22,"£1,941,372.15"
144,6751,972152,23,"£771,088.06"
182,6279,1142811,26,"£2,694,333.28"
41,9463,387980,19,"£5,018,615.59"
143,4875,697136,28,"£7,474,475.72"
314,5465,1716057,32,"£824,777.96"
224,7121,1595207,27,"£1,558,685.90"
228,4390,1001013,37,"£677,348.56"
800,2474,1979011,36,"£246,624.55"
55,4823,265258,22,"£1,257,299.26"
15,7257,108855,8,"£1,058,606.81"
108,544,58727,28,"£1,117,944.34"
42,715,30029,23,"£838,493.08"
4,1680,6720,2,"£1,002,505.29"
429,2762,1184920,24,"£2,812,044.69"
72,1451,104504,36,"£5,381,957.71"
"1,402",1010,1416145,112,"£500,546.59"
"1,165",1093,1273662,125,"£441,383.09"
463,618,286031,92,"£767,881.24"
"1,103",1303,1437418,87,"£903,002.30"
107,2288,244821,20,"£510,176.64"
43,1831,78741,21,"£410,090.08"
19,12667,240672,17,"£1,868,274.36"
12,8180,98164,11,"£1,701,052.18"
108,8439,911441,57,"£2,773,889.39"
83,4905,407104,51,"£1,046,754.05"
101,1870,188881,56,"£2,785,119.95"
478,972,464817,100,"£8,625,501.74"
368,2528,930487,28,"£490,612.87"
353,2618,924221,29,"£1,605,223.00"
65,7273,472715,32,"£340,364.33"
52,10642,553389,33,"£594,517.95"
57,6049,344811,35,"£530,016.06"
31,4691,145411,24,"£6,703,548.77"
54,2899,156553,29,"£544,317.71"
107,4718,504877,52,"£1,212,283.96"
194,2772,537781,65,"£1,819,047.89"
194,1634,316987,63,"£3,158,338.82"
88,4818,424002,37,"£4,533,140.67"
131,2400,314362,41,"£1,866,097.05"
117,1975,231096,34,"£45,600.71"
"1,874",930,1742268,117,"£63,479.42"
345,2635,909171,17,"£108,942.43"
182,1293,235375,64,"£183,591.57"
112,4603,515491,29,"£242,175.73"
134,3405,456214,40,"£3,107,726.19"
475,3272,1554105,53,"£3,856,910.79"
95,1962,186381,39,"£18,746,303.61"
72,2841,204525,18,"£17,383,004.75"
524,1244,651729,110,"£808,347.96"
15,1430,21446,12,"£912,674.27"
252,1467,369780,75,"£698,771.56"
125,2165,270658,18,"£933,342.02"
220,2878,633194,52,"£1,587,138.15"
67,2404,161054,18,"£3,975,675.16"
3,506,1517,2,"£3,166,743.74"
"1,096",2878,3154805,115,"£1,299,760.16"
4,908,3634,4,"£1,144,382.73"
225,528,118814,11,"£1,950,989.10"
124,1801,223367,62,"£1,078,300.98"
2,1575,3150,2,"£1,571,281.49"
43,711,30575,19,"£2,508,092.74"
3,830,2490,3,"£2,308,215.09"
49,1093,53557,24,"£487,366.18"
199,3882,772542,14,"£432,307.72"
247,2888,713221,25,"£338,675.56"
453,1635,740778,102,"£335,065.69"
"1,310",1412,1849960,120,"£416,643.29"
188,1003,188497,67,"£397,521.32"
"1,766",854,1508223,89,"£518,709.39"
178,1818,323609,19,"£380,589.38"
24,1382,33167,18,"£484,712.91"
69,2741,189114,7,"£2,253,948.46"
202,11309,2284424,60,"£446,866.89"
66,8814,581741,34,"£399,631.95"
329,8960,2947749,84,"£1,895,061.04"
222,7533,1672397,74,"£16,584.59"
47,27138,1275500,13,"£259,104.58"
96,11856,1138177,33,"£1,072,768.06"
74,7539,557913,34,"£732,824.18"
110,12194,1341386,43,"£847,323.22"
71,7521,533960,30,"£329,029.61"
347,9002,3123820,55,"£856,923.39"
318,7549,2400552,57,"£189,061.20"
270,7733,2087793,50,"£798,946.34"
222,13023,2891211,52,"£114,833.76"
410,9302,3813665,59,"£327,484.15"
479,8035,3848628,62,"£263,737.37"
344,7510,2583286,61,
284,9383,2664676,59,
265,8099,2146247,57,
188,7614,1431470,50,
189,9303,1758318,49,
450,7040,3167788,62,
746,6476,4831225,76,
768,6013,4617636,86,
95,9329,886246,38,
157,9048,1420526,51,
121,3302,399506,41,
43,3065,131786,25,
309,2494,770675,69,
54,28435,1535468,34,
30,12615,378458,21,
50,25940,1297001,30,
31,16850,522356,23,
335,11120,3725088,64,
517,7695,3978212,86,
79,11247,888535,39,
67,4670,312883,38,
87,14422,1254678,42,
50,10232,511620,30,
64,11376,728049,32,
28,6538,183064,20,
630,5028,3167752,93,
427,3509,1498154,92,
500,3662,1830845,100,
150,7047,1056977,55,
901,5279,4756618,64,
"1,607",5250,8437310,70,
138,6228,859410,60,
221,4662,1030214,68,
71,3307,234766,36,
131,6445,844293,64,
172,2899,498708,46,
"2,739",2869,7858232,62,
151,1355,204642,45,
218,5686,1239563,49,
455,2917,1327108,65,
751,2317,1740433,87,
"1,403",1909,2677788,97,"£1,047,522.97"
"1,554",1743,2708294,101,"£27,058.06"
748,1611,1205265,96,"£61,589.50"
19,4755,90346,15,"£1,109,574.52"
30,2183,65483,18,"£673,774.09"
65,1881,122245,29,"£728,822.74"
140,931,130297,47,"£389,184.82"
263,611,160786,43,"£579,884.50"
288,3441,991059,53,"£990,373.96"
245,2803,686716,53,"£1,133,737.19"
127,2037,258654,51,"£2,021,607.22"
453,4464,2022184,67,"£2,860,610.46"
695,2524,1754375,79,"£3,148,158.87"
"1,250",2067,2583702,86,"£143,610.05"
765,1714,1311305,86,"£1,130,611.53"
285,5317,1515335,54,
306,3440,1052524,58,
403,5098,2054623,63,
122,3662,446724,41,
399,3995,1594094,70,
506,3093,1565124,85,
393,2649,1040864,80,
79,4966,392279,20,
67,3418,229035,17,
56,5788,324102,31,
102,2132,217467,47,
98,1671,163804,39,
134,5572,746605,46,
146,3316,484194,56,
148,5067,749872,44,
130,3204,416459,43,
889,1830,1626805,90,
195,2009,391731,51,
110,2820,310160,41,
414,1702,704819,60,
7,1028,7195,5,
69,838,57840,23,
583,1528,891100,97,
115,2334,268424,30,
149,3733,556257,25,
550,1500,825112,69,
258,2179,562066,21,
"1,247",989,1233662,94,
161,1692,272360,24,
113,2436,275218,21,
681,502,341600,78,
70,1267,88721,23,
58,1041,60392,21,
296,810,239654,76,
83,1648,136803,24,
97,1411,136862,22,
246,1686,414838,43,
282,2915,821986,27,
41,925,37910,16,
45,2578,116019,20,
694,1529,1061423,49,
60,5552,333100,32,
76,4191,318502,36,
95,5512,523621,43,
107,4336,463951,44,
196,4028,789536,33,
467,4273,1995296,64,
698,2376,1658456,67,
650,2280,1481713,78,
"1,574",1878,2955816,82,
67,1061,71105,25,
299,2737,818238,14,
34,1911,64961,13,
135,1829,246864,22,
36,12584,453029,8,
29,12379,358989,17,
120,10102,1212271,20,
91,6907,628529,17,
120,11221,1346520,30,
131,7850,1028334,28,
41,17166,703799,22,
19,7322,139111,11,
67,10130,678724,23,
62,5654,350559,23,
258,8700,2244551,49,
308,6670,2054312,56,
535,7870,4210323,59,
"1,022",6882,7033795,62,
